,SigC,SigH,EpsC,EpsH,density
2298,0.35,0.2275,1.1501,0.06,870.51
2299,0.35,0.2275,1.1501,0.08,867.18
2300,0.35,0.2275,1.1501,0.1,864.663
2301,0.35,0.2275,1.1501,0.12,865.558
2302,0.35,0.2275,1.1501,0.14,863.569
2303,0.35,0.273,0.1643,0.02,626.071
2310,0.35,0.273,0.3286,0.02,680.303
2311,0.35,0.273,0.3286,0.04,650.096
2317,0.35,0.273,0.4929,0.02,720.622
2318,0.35,0.273,0.4929,0.04,689.405
2319,0.35,0.273,0.4929,0.06,668.901
2324,0.35,0.273,0.6572,0.02,749.956
2325,0.35,0.273,0.6572,0.04,720.533
2326,0.35,0.273,0.6572,0.06,701.533
2327,0.35,0.273,0.6572,0.08,686.666
2328,0.35,0.273,0.6572,0.1,662.707
2331,0.35,0.273,0.8215,0.02,777.014
2332,0.35,0.273,0.8215,0.04,740.958
2333,0.35,0.273,0.8215,0.06,721.634
2334,0.35,0.273,0.8215,0.08,707.176
2335,0.35,0.273,0.8215,0.1,700.288
2338,0.35,0.273,0.9858,0.02,794.639
2339,0.35,0.273,0.9858,0.04,762.336
2340,0.35,0.273,0.9858,0.06,739.799
2341,0.35,0.273,0.9858,0.08,725.923
2342,0.35,0.273,0.9858,0.1,719.45
2345,0.35,0.273,1.1501,0.02,808.923
2346,0.35,0.273,1.1501,0.04,777.505
2347,0.35,0.273,1.1501,0.06,754.32
2348,0.35,0.273,1.1501,0.08,741.26
2349,0.35,0.273,1.1501,0.1,730.309
