,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
2798,0.7,999.0,Sobol1,0.001,23.0,200.0,55.68836975097656,12.577050685882568,0.0829239278998268,-0.4796286176636368,0.0774812966958097,-0.3407926654966962,0.0699028113434465,-0.0455874897056756
2799,0.7,999.0,Sobol2,0.001,29.0,200.0,58.062103271484375,11.14517593383789,0.0850057401137896,-0.9624644497035176,0.0882753423069869,-0.9850027002584822,0.0688192127384776,-0.1500351723552597
2800,0.75,111.0,Grid1296,0.001,9.0,200.0,23.64622688293457,19.289103269577023,0.0353150192084419,0.4596824277437596,0.0374065926713456,0.493054409688973,0.0598331112577115,-0.2564737629894491
2801,0.75,111.0,Grid2401,0.001,661.0,200.0,31.098190307617188,0.8306574821472168,0.0446335589097504,0.3542272787297796,0.0475679770751247,0.2547948141754115,0.0801956578245942,-3.07905435852008
2802,0.75,111.0,Sobol1,0.001,9.0,200.0,9.95965576171875,34.6851692199707,0.0154268945807755,0.9822228272127862,0.0163773130068382,0.9812432639988,0.0208563734811614,0.950383472117392
2803,0.75,111.0,Sobol2,0.001,5.0,200.0,8.419336318969727,53.06232261657715,0.0186720929249683,0.9686355602375772,0.0213132097698373,0.9727991443084038,0.0157135388250264,0.9608099726477152
2804,0.75,147.0,Grid1296,0.001,9.0,200.0,29.14198112487793,19.35867428779602,0.0492103607617899,-0.0472067836317795,0.0589714783910778,-0.4658092392311543,0.0736233598521721,-1.3964162511169302
2805,0.75,147.0,Grid2401,0.001,661.0,200.0,31.11219596862793,0.8341867923736572,0.043566223889346,0.2531332435484331,0.0439017214497369,0.324742328656479,0.0783273711206497,-3.481872246860921
2806,0.75,147.0,Sobol1,0.001,9.0,200.0,8.45304012298584,35.08685111999512,0.0131843973077411,0.987692410085713,0.0132232084253089,0.9871879159041634,0.0173760967085603,0.9629333960124272
2807,0.75,147.0,Sobol2,0.001,5.0,200.0,13.133941650390623,53.34882068634033,0.0177370156218403,0.9764724877490788,0.0188277209997479,0.9699091081092912,0.0189490232643572,0.9573686548701498
2808,0.75,16.0,Grid1296,0.001,9.0,200.0,16.90139389038086,18.875849962234497,0.0379145868106734,0.4306826478949777,0.0353646160239952,0.5264195773779192,0.0642602469386265,-0.3207805392233287
2809,0.75,16.0,Grid2401,0.001,661.0,200.0,30.3050537109375,0.8247268199920654,0.0443051989198963,0.3414461965470075,0.0437587949127212,0.3443376254277803,0.079198043970832,-3.1352542861430037
2810,0.75,16.0,Sobol1,0.001,9.0,200.0,21.11915779113769,33.950927734375,0.0177955530864863,0.9791392676111812,0.0182820242519635,0.9784847594849266,0.0193003079176178,0.9555510140029856
